,Date published,url,anger,disgust,fear,joy,sadness
90,2021-02-06T07:07:24Z,https://www.theguardian.com/travel/2021/feb/06/10-fun-ways-to-entertain-kids-half-term-cooking-crafting,0.028562,0.014671,0.032695,0.847469,0.091645
91,2021-02-04T17:16:17Z,https://www.theguardian.com/business/live/2021/feb/04/uk-car-sales-oil-high-bank-of-england-ftse-us-jobless-business-live,0.146055,0.105207,0.144646,0.487619,0.539821
92,2021-02-04T11:33:08Z,https://www.theguardian.com/business/2021/feb/04/price-of-dogecoin-rises-by-50-following-elon-musk-tweet,0.151743,0.116781,0.083657,0.691886,0.233341
93,2021-02-03T01:30:24Z,https://www.theguardian.com/australia-news/2021/feb/03/fbi-notes-on-chau-chak-wing-interview-tabled-in-parliament-hours-after-defamation-win,0.506536,0.194307,0.104007,0.548605,0.22831
94,2021-01-29T19:00:49Z,https://www.theguardian.com/money/2021/jan/30/who-uses-social-media-for-financial-advice-lots-of-people-actually,0.148311,0.091202,0.099202,0.616718,0.251141
95,2021-01-19T16:57:12Z,https://www.theguardian.com/business/live/2021/jan/19/european-car-sales-pandemic-ftse-pound-janet-yellen-stimulus-business-live,0.50012,0.094641,0.179293,0.479472,0.481811
96,2021-01-12T19:38:36Z,https://www.theguardian.com/business/live/2021/jan/12/oil-bitcoin-markets-ftse-100-bank-of-england-fed-pound,0.086926,0.098018,0.15761,0.534595,0.591844
97,2021-01-11T17:27:23Z,https://www.theguardian.com/business/live/2021/jan/11/bitcoin-financial-watchdog-risky-cryptoassets-investments-ftse-stock-markets-dollar-business-live,0.136801,0.061001,0.132019,0.472787,0.645913
98,2021-01-04T15:07:23Z,https://www.theguardian.com/business/live/2021/jan/04/markets-boosted-oxford-astrazeneca-covid-coronavirus-vaccine-rollout-begins-stocks-economy-pound-manufacturing-business-live,0.118076,0.080676,0.140579,0.206819,0.505366
99,2020-12-29T18:53:28Z,https://www.theguardian.com/business/live/2020/dec/29/markets-rally-us-stimulus-bill-brexit-deal-ftse-pound-business-live,0.113271,0.085323,0.137901,0.55761,0.537337
100,2020-12-28T22:46:31Z,https://www.theguardian.com/business/2020/dec/28/dow-hits-record-high-donald-trump-signs-covid-relief-bill,0.089664,0.007511,0.103837,0.429094,0.40405
101,2020-12-28T04:51:33Z,https://www.theguardian.com/world/2020/dec/28/demon-slayer-kills-big-name-rivals-to-become-japans-highest-grossing-film,0.059375,0.078591,0.561128,0.641047,0.515408
102,2020-12-07T04:09:15Z,https://www.theguardian.com/food/2020/dec/07/lab-grown-chicken-tastes-like-chicken-but-the-feeling-when-eating-it-is-more-complicated,0.08097,0.484289,0.092836,0.545604,0.253179
103,2020-11-26T14:36:22Z,https://www.theguardian.com/business/live/2020/nov/26/germany-second-covid-lockdown-consumer-morale-stock-markets-thanksgiving-business-live,0.111178,0.082304,0.599069,0.547195,0.600411
104,2020-11-23T22:50:39Z,https://www.theguardian.com/business/live/2020/nov/23/stock-markets-astrazeneca-vaccine-trial-covid-19-ftse-uk-economy-eurozone-business-live,error,error,error,error,error
105,2020-11-19T23:43:12Z,https://www.theguardian.com/world/live/2020/nov/19/coronavirus-live-news-us-hospitals-stretched-to-limits-pfizer-seeks-vaccine-approval-in-days,0.167968,0.113276,0.135849,0.579194,0.598157
106,2020-11-13T19:00:46Z,https://www.theguardian.com/culture/2020/nov/14/streaming-platforms-arent-helping-musicians-and-things-are-only-getting-worse,0.524852,0.045756,0.034571,0.162272,0.413179
107,2020-11-09T10:24:55Z,https://www.theguardian.com/business/2020/nov/09/biden-win-boosts-global-stock-markets-as-japanese-shares-soar-to-29-year-high,0.172297,0.141565,0.097824,0.457954,0.683342
108,2020-11-09T09:42:09Z,https://www.theguardian.com/us-news/live/2020/nov/08/us-election-2020-joe-biden-donald-trump-kamala-harris-coronavirus-covid-19-live-updates,0.199194,0.467915,0.10545,0.561435,0.530809
109,2020-11-06T18:39:33Z,https://www.theguardian.com/business/live/2020/nov/06/election-tensions-markets-japan-nikkei-ftse-dow-us-jobs-non-farm-business-live,error,error,error,error,error
110,2020-11-05T20:47:55Z,https://www.theguardian.com/business/live/2020/nov/05/bank-of-england-stimulus-qe-lockdown-150bn-unemployment-downturn-markets-ftse-business-live,error,error,error,error,error
111,2020-11-04T09:27:18Z,https://www.theguardian.com/australia-news/live/2020/nov/04/integrity-commission-queensland-nsw-victoria-live-news,0.154711,0.447104,0.137579,0.62209,0.558031
112,2020-11-02T19:39:47Z,https://www.theguardian.com/business/live/2020/nov/02/lockdown-markets-oil-travel-retailers-ftse-low-manufacturing-ocado-primark-business-live,error,error,error,error,error
113,2020-10-14T16:10:02Z,https://www.theguardian.com/business/live/2020/oct/14/markets-edgy-covid-19-restrictions-tighten-oil-growth-ftse-imf-business-live,error,error,error,error,error
114,2020-10-05T05:41:35Z,https://www.theguardian.com/culture/2020/oct/05/why-is-dreams-by-fleetwood-mac-back-in-the-charts-and-why-is-everyone-skateboarding-along-to-it,0.678491,0.67567,0.461924,0.661628,0.590282
115,2020-09-23T16:08:43Z,https://www.theguardian.com/business/live/2020/sep/23/uk-eurozone-factories-services-markets-covid-19-ftse-pound-business-live,0.431474,0.085251,0.542463,0.567399,0.545955
116,2020-09-10T16:42:34Z,https://www.theguardian.com/business/live/2020/sep/10/markets-european-central-bank-lagarde-euro-ftse-pound-covid-19-us-unemployment-business-live,error,error,error,error,error
117,2020-09-04T14:12:40Z,https://www.theguardian.com/business/live/2020/sep/04/stock-markets-covid-19-us-tech-selloff-non-farm-payrolls-jobs-report-car-sales-dollar-ftse-100-dow-business-live,0.102398,0.05856,0.135602,0.544007,0.556499
118,2020-09-01T15:54:35Z,https://www.theguardian.com/business/live/2020/sep/01/china-factories-growth-covid-19-uk-eurozone-unemployment-brazil-business-live,0.10213,0.051339,0.519461,0.511528,0.581468
119,2020-08-18T16:34:14Z,https://www.theguardian.com/business/live/2020/aug/18/marks-spencer-to-cut-7000-jobs-covid-19-economy-retail-business-live,0.118922,0.072105,0.129164,0.507068,0.628159
120,2020-08-04T16:44:19Z,https://www.theguardian.com/business/live/2020/aug/04/bp-halves-dividend-covid-19-stock-market-ftse-oil-business-live,error,error,error,error,error
121,2020-07-29T05:17:46Z,https://www.theguardian.com/world/2020/jul/29/unforgivable-japan-decries-wartime-sex-slave-statue-likened-to-pm-shinzo-abe,0.137909,0.475059,0.069395,0.253966,0.301286
122,2020-07-22T15:56:59Z,https://www.theguardian.com/business/live/2020/jul/22/weakening-us-dollar-gold-silver-ftse-sterling-euro-covid-19-business-live,0.15181,0.142162,0.571036,0.460653,0.555003
123,2020-07-20T15:45:54Z,https://www.theguardian.com/business/live/2020/jul/20/euro-hits-four-month-high-markets-ftse-covid-19-recession-jobs-business-live,error,error,error,error,error
124,2020-07-16T05:00:23Z,https://www.theguardian.com/world/2020/jul/16/bild-zeitung-tabloid-julian-reichelt-angela-merkel-germany,error,error,error,error,error
125,2020-07-12T07:00:07Z,https://www.theguardian.com/money/2020/jul/12/precious-metal-the-gold-standard-investment-when-a-crisis-hits,0.11663,0.102998,0.117677,0.509081,0.519752
126,2020-07-09T17:46:14Z,https://www.theguardian.com/business/live/2020/jul/09/german-exports-covid-19-economy-us-jobless-business-live,error,error,error,error,error
127,2020-07-06T14:55:39Z,https://www.theguardian.com/business/live/2020/jul/06/uk-car-sales-fall-uk-economy-construction-retail-sales-business-live,error,error,error,error,error
128,2020-07-02T15:50:28Z,https://www.theguardian.com/business/live/2020/jul/02/markets-us-unemployment-report-covid-vaccine-recession-non-farm-business-live,0.105137,0.107402,0.474887,0.507141,0.592316
129,2020-06-29T23:40:56Z,https://www.theguardian.com/world/live/2020/jun/29/coronavirus-live-news-us-health-secretary-warns-window-closing-on-chance-to-curb-covid-19-as-global-deaths-pass-500000,0.135095,0.124262,0.446385,0.207803,0.597087
130,2020-06-25T15:57:38Z,https://www.theguardian.com/business/live/2020/jun/25/markets-ftse-covid-19-cases-investors-retail-sales-unemployment-business-live,0.146308,0.116824,0.5512,0.459369,0.635253
131,2020-06-24T17:24:02Z,https://www.theguardian.com/business/live/2020/jun/24/asia-pacific-stock-markets-business-confidence-imf-growth-recession-business-live,0.108957,0.079837,0.536649,0.518666,0.593686
132,2020-06-19T13:58:13Z,https://www.theguardian.com/business/live/2020/jun/19/uk-borrowing-hits-record-55bn-in-may-retail-sales-rebound-covid-19-coronavirus-economy-bank-of-england-business-live,0.10422,0.060554,0.141425,0.452409,0.522994
133,2020-06-14T06:00:37Z,https://www.theguardian.com/world/2020/jun/14/comfort-women-crisis-campaign-over-wartime-sexual-slavery-hit-by-financial-scandal,0.559291,0.221523,0.097148,0.100863,0.646101
134,2020-06-01T14:32:29Z,https://www.theguardian.com/business/blog/live/2020/jun/01/stocks-rise-despite-us-protests-george-floyd-and-us-china-jitters-business-live,0.120555,0.076549,0.115185,0.570041,0.154227
135,2020-05-29T13:58:49Z,https://www.theguardian.com/business/live/2020/may/29/hong-kong-tensions-end-winning-streak-for-global-stock-markets-coronavirus-covid19-markets-sterling-eurozone-inflation-business-live,error,error,error,error,error
136,2020-05-05T16:05:40Z,https://www.theguardian.com/business/live/2020/may/05/uk-car-sales-tumble-services-pmi-recession-covid-19-business-live,error,error,error,error,error
137,2020-05-05T10:04:00Z,https://www.theguardian.com/world/live/2020/may/05/australia-coronavirus-live-updates-nsw-victoria-ruby-princess-qld-schools-latest-news-update,0.10551,0.112768,0.106383,0.530245,0.518151
138,2020-04-24T16:01:31Z,https://www.theguardian.com/business/live/2020/apr/24/uk-retail-sales-covid-19-alcohol-stock-markets-confidence-business-live,0.136764,0.099176,0.483429,0.505708,0.644529
139,2020-04-22T16:25:48Z,https://www.theguardian.com/business/live/2020/apr/22/uk-inflation-falls-covid-19-oil-tumbles-us-crude-brent-business-live,0.142457,0.063006,0.540156,0.187644,0.496428
140,2020-04-15T23:58:14Z,https://www.theguardian.com/world/live/2020/apr/15/coronavirus-live-news-trump-suspends-who-funding-as-global-deaths-pass-125000,0.137288,0.098507,0.411889,0.521271,0.562981
141,2020-04-14T17:11:30Z,https://www.theguardian.com/business/live/2020/apr/14/stock-markets-china-trade-global-recession-imf-forecasts-covid-19-business-live,0.155846,0.118999,0.207327,0.17139,0.279347
142,2020-04-01T20:06:21Z,https://www.theguardian.com/business/live/2020/apr/01/markets-covid-19-recession-factories-uk-banks-cancel-dividends-coronavirus-business-live,0.0932,0.082548,0.552148,0.136539,0.660913
